"","street_address","latitude","longitude","wam_age","wam_income","ttl_value","ttl_population","ttl_white","ttl_black","ttl_asian","ttl_hispanic","ttl_other"
"1506","1805 Kelleytown Rd",33.537898,-84.089701,40.2967455621302,83655.1472392638,338,158499,89261,51096,3797,9331,5014
"1507","1805 Kelleytown Rd Mcdonough Ga",33.537974,-84.089715,40.8471698113208,86213.679245283,53,24747,15657,6663,1134,822,471
"1508","1805 S Burnt Hickory Rd",33.756727,-84.705196,35.1324675324675,58913.9220779221,77,43929,21490,15895,629,4752,1163
"1509","1806 Vernon Rd",33.030454,-85.067716,39.3172043010753,50403.3595505618,93,35528,22837,10343,760,964,624
"1510","1806 Vernon Rd",33.030539,-85.067927,39.2490909090909,56310.5882352941,55,20329,13500,5814,278,376,361
"1511","1808 Dean Ave SE",34.230528,-85.16012,36.989932885906,43465.5815602837,149,67188,45957,11185,790,6984,2272
"1512","1808 E 16th Ave",31.959955,-83.753771,41.3824665676077,64202.6953242836,673,318683,212168,57471,11270,30643,7131
"1513","1808 Highway 278",33.627624,-83.667625,40.8275862068966,51203.6551724138,29,20102,12229,4161,214,3018,480
"1514","1808 Us 278 SE",33.627671,-83.667597,41.7588235294118,57789.21,204,73189,49025,16045,1234,5450,1435
"1515","1808 W Hill Ave",30.821875,-83.309915,37.782,50309.1315192744,450,192879,120149,52838,3856,12051,3985
"1516","181 Fairview Rd",33.619539,-84.240536,41.2555555555556,69017.2266666667,225,121623,38740,64961,4982,9293,3647
"1517","181 Historic Homer Hwy",34.366197,-83.476336,42.6474926253687,51674.5958702065,339,85721,71051,4603,1363,6722,1982
"1518","181 US Highway 19 N",31.236337,-84.199532,42.977868852459,46296.7540983607,122,37672,23283,11313,443,1543,1090
"1519","181 W First St",34.87021,-84.323256,46.7083516483516,63599.5010989011,455,256971,178276,23883,9893,38178,6741
"1520","1810 Dry Pond Rd",34.185959,-83.590676,39.5366972477064,62182.3634259259,436,208491,149803,22602,6646,23705,5735
"1521","1810 Dry Pond Rd",34.186178,-83.591167,39.7970149253731,60695.7494199536,871,384591,256859,67427,11285,39258,9762
"1522","1810 Mack Smith Rd",34.981477,-85.210797,41.3972972972973,48940.6,185,65083,56367,3328,539,3377,1472
"1523","1810 Redmond Cir NW",34.28582,-85.217301,38.7527659574468,58288.9559471366,235,78072,55610,10915,1678,7813,2056
"1524","1811 Martin Luther King Jr Blvd",34.293901,-83.816658,38.3416666666667,60395.6,48,26377,11906,5085,1031,7860,495
"1525","1814 E 16th Ave",31.95985,-83.753206,42.76875,60790.75,160,82628,55192,13836,2314,9729,1557
"1526","1814 E 16th Ave",31.959891,-83.753264,40.1602836879433,58593.8181818182,141,88471,61196,16473,2470,6239,2093
"1527","1814 E 16th Ave",31.959916,-83.753201,41.9911504424779,60676.6633663366,113,53797,35390,11902,2025,3576,904
"1528","1814 Highway 11 S",33.552513,-83.739264,41.7008230452675,65374.9794238683,243,118231,82025,27118,1555,5358,2175
"1529","1815 E 16th Ave",31.96055,-83.753227,41.2169398907104,60160.0817490494,549,264373,169002,54602,11705,22636,6428
"1530","1815 Mlk Jr. Dr SW",33.75088,-84.446528,36.9320754716981,45788.464516129,159,97666,19283,67735,1658,6039,2951
"1531","1816 Montgomery St",32.060481,-81.103361,34.6916666666667,57050.9166666667,48,23248,12437,8671,469,1116,555
"1532","1817 N Slappey Blvd",31.601869,-84.176356,34.5131147540984,54405.5517241379,122,66957,30311,30762,1511,2821,1552
"1533","1818 County Line Rd",30.866539,-83.976523,39.3733333333333,49549.3726708075,165,44880,26414,14818,156,1953,1539
"1534","1818 Dean Ave SE",34.229748,-85.160251,38.3377192982456,46300.5272727273,114,42837,30715,5008,811,4937,1366
"1535","1819 Roanoke Rd",33.031896,-85.069447,38.4337254901961,55538.7489878542,255,82177,51745,24653,1639,2540,1600
"1536","1819 Roanoke Rd",33.032026,-85.069214,38.6994884910486,53689.776,391,98854,59807,32024,2179,2830,2014
"1537","1819 Tift Ave N",31.472527,-83.502713,39.232096069869,52582.220657277,458,109092,70887,24413,1060,11335,1397
"1538","182 Georgia 520",31.717273,-84.346564,43.8,78816,4,2797,2025,494,224,17,37
"1539","182 N 2nd St",32.391864,-83.359745,38.8298507462687,48172.7910447761,67,19520,13642,4885,29,732,232
"1540","182 W Us 78",33.730972,-85.035036,37.7290155440415,59378.5978835979,193,79685,54975,16776,1040,3675,3219
"1541","1820 Highway 11 S",33.55315,-83.739348,39.6538709677419,69604.2052117264,620,230363,155036,48977,5372,15729,5249
"1542","1820 Hollywood Rd NW",33.805035,-84.471101,36.9181818181818,55594.0909090909,44,36261,10270,23320,242,1933,496
"1543","1820 Us 41 N",31.472641,-83.51946,40.1841176470588,58103.0602409639,170,49608,34539,8518,451,5569,531
"1544","1822 Dug Gap Rd",34.740203,-84.998624,39.7093167701863,53209.4807692308,161,37841,27131,797,405,9017,491
"1545","1823 Ga 138",33.640844,-84.016072,40.6820512820513,69426.5663716814,117,84395,33233,40745,1481,6008,2928
"1546","1823 Us 280",32.016753,-83.057895,45.75,46861.6363636364,48,10123,7782,1925,12,257,147
"1547","1825 Appling Harlem Rd",33.533142,-82.31444,39.5158227848101,71357.6955128205,316,117845,74804,26680,3441,8196,4724
"1548","1825 Appling Harlem Rd",33.533164,-82.31442,39.1790960451977,70867.7890535918,885,249509,162148,60084,4258,14817,8202
"1549","1827 Highway 212 SW",33.564669,-84.047297,40.0097959183673,71045.0489795918,245,128289,55355,59818,3018,7281,2817
"1550","183 Grant St",34.616969,-83.526171,45.2,56491.8146341463,209,64161,53651,2913,845,5348,1404
"1551","183 W Athens St",33.995744,-83.733123,36.9832167832168,60969.9510489511,286,123120,87947,17812,3554,11111,2696
"1552","1830 Sharpsburg McCullum Rd",33.381387,-84.672069,40.6325622775801,84964.9982206406,562,161291,111482,28530,5840,11039,4400
"1553","1831 E Main St",33.160899,-84.873861,39.8572987721692,67736.0741758242,733,373209,244344,79737,11247,27766,10115
"1554","1833 Tucker Industrial Blvd",33.836212,-84.202923,37.8333333333333,70458.1111111111,9,8329,1946,3265,971,2024,123
"1555","1833 W Hill Ave",30.819416,-83.313153,40.7473684210526,67201.9017857143,228,172085,125935,27201,4185,9821,4943
"1556","1833 West Hill Avenue I 75 & Exit 16",30.819373,-83.313079,38.7882352941176,60980.7878787879,136,90608,50584,15408,4351,17669,2596
"1557","1834 Georgia 57",31.531449,-81.443096,41.4422182468694,65709.9817017383,1118,667322,451094,94834,25095,76740,19559
"1558","1834 Highway 42 S",33.243025,-83.921209,41.3386597938144,61744.8723958333,388,188934,130141,43741,3108,7842,4102
"1559","1834 Highway 78",33.806532,-83.788896,37.9545977011494,64620.6609195402,174,65665,44305,14687,2012,3331,1330
"1560","1836 Briarcliff Rd NE",33.807153,-84.336352,37.4221276595745,84130.806312769,705,438676,237473,118013,30626,38405,14159
"1561","1836 Mountain Industrial Blvd",33.836968,-84.201201,35.8746835443038,57883.2,158,110566,32964,45863,7201,21729,2809
"1562","1836 W Hill Ave",30.820658,-83.312407,39.1960848287113,55410.5174708819,613,336220,207195,77253,10693,32979,8100
"1563","18374 Valdosta Hwy",30.863078,-83.373454,40.1810810810811,57483.953271028,111,27404,18223,6586,461,1437,697
"1564","184 Old Federal Rd",34.473902,-84.436617,42.0777777777778,55429.2222222222,36,19433,16482,248,156,1013,1534
"1565","184 Willis Still Rd",31.569659,-83.549756,42.6466431095406,62635.4763636364,283,136867,99217,14841,4990,14856,2963
"1566","1842 Mack Smith Rd",34.981942,-85.210578,42.4463855421687,55022.6325301205,166,58926,49033,3759,482,4376,1276
"1567","1843 Pleasant Hill Rd",33.950256,-84.129072,36.9565573770492,74861.7,244,261198,123733,48611,31651,49019,8184
"1568","1846 Highway 85 N",33.508914,-84.430078,37.3193857965451,61191.0386847195,1042,550216,164565,308882,16726,45645,14398
"1569","1847 Marietta Hwy",34.222124,-84.503426,39.870819112628,77464.3873720136,586,218754,163692,24779,4013,19987,6283
"1570","18482 Ga 144",31.84342,-81.254666,37.9328846153846,94470.4224806202,520,150215,100494,31212,2579,10828,5102
"1571","18498 GA Highway 85 W",32.807271,-84.695602,44.5934523809524,49810.3950617284,168,48508,32093,12908,801,1347,1359
"1572","185 Dungeness Dr",31.138087,-81.579813,40.9449554896142,61741.2265861027,674,433662,271301,75555,14282,61338,11186
"1573","185 Dungeness Dr",31.138088,-81.579821,41.0321428571429,60677.075,252,200938,136555,24333,6417,29012,4621
"1574","185 Dungeness Dr",31.139005,-81.579877,41.2923744292237,66216.8934993084,2194,1179100,808545,166085,33209,135637,35624
"1575","185 E Paulding Dr",33.957021,-84.78649,36.4913412563667,72651.6825127334,589,191548,137015,30250,3598,14348,6337
"1576","1850 Highway 85 S",33.36768,-84.485107,41.7398576512456,85590.4605734767,562,216902,137488,50349,7911,15310,5844
"1577","1850 Lawrenceville Hwy",33.931395,-84.041163,34.395652173913,73644.9565217391,230,134676,51791,38863,11650,28065,4307
"1578","1850 Metropolitan Pkwy SW",33.703787,-84.40784,36.126402640264,47966.8829431438,303,151576,46001,80922,5048,15129,4476
"1579","1850 Washington Rd",33.506712,-82.502432,38.9865853658537,43787.6707317073,82,27108,16424,9171,83,648,782
"1580","1852 US Highway 82 W",31.44502,-83.542454,39.6682399213373,51576.4109730849,1017,250257,164687,53497,4125,22605,5343
"1581","18520 Woodbury Rd",32.982588,-84.569532,62.5,36771,4,368,337,31,0,0,0
"1582","1855 Ga 23 N",32.618909,-82.12568,36.4,34050,4,1752,1187,490,0,8,67
"1583","1856 Piedmont Ave NE",33.806614,-84.36701,35.0786666666667,82150.9154929577,75,58836,19881,23448,2679,11601,1227
"1584","1857 Gordon Hwy",33.451811,-82.039426,37.5044871794872,46744.1644736842,156,74596,27778,38944,1090,4419,2365
"1585","186 N Main St",32.138581,-81.6221,33.3725663716814,44591.2095238095,113,25438,17352,6084,190,996,816
"1586","186 S Main St",34.502073,-83.529594,38.3292452830189,51867.0047169811,212,76092,57648,2947,1190,12243,2064
"1587","186 W May St",33.994378,-83.736302,37.7647058823529,67460.2647058823,34,23393,16118,4339,666,1968,302
"1588","1860 Atlanta Hwy",34.260115,-83.845883,35.4257731958763,60181.7577319588,194,110893,57035,13081,3504,34621,2652
"1589","1860 GA Highway 18",32.876885,-85.150245,39.7796992481203,59492.2054644809,931,448259,265547,139699,13051,20011,9951
"1590","1860 Memorial Dr SE",33.747661,-84.326702,37.8539568345324,64259.7985611511,139,69700,33719,24908,1860,7478,1735
"1591","1861 Highway 138 E",33.537552,-84.330324,38.7181818181818,71630.9090909091,66,40708,15778,17988,2524,3267,1151
"1592","1861 Highway 211 NE",34.003547,-83.590265,36.6745762711864,65760.6631355932,472,148049,107570,18730,4576,14067,3106
"1593","1865 Glenwood Ave SE",33.739435,-84.326494,35.0690647482014,59558.7625899281,139,84838,27102,45198,4000,6637,1901
"1594","1866 Highway 85 N",33.51007,-84.430168,37.3572864321608,61110.6256410256,199,130209,35822,78529,3738,8466,3654
"1595","187 Scenic Hwy",33.95221,-83.981261,36.4941860465116,76839.5465116279,86,71574,29583,25070,3825,11061,2035
"1596","1870 Glenwood Ave SE",33.740193,-84.32673,38.5676923076923,56177.3507853403,195,114359,33936,67285,3894,6066,3178
"1597","1870 Lee Rd",33.754696,-84.653385,36.3838323353293,59820.9341317365,167,99906,39838,44381,2635,10244,2808
"1598","1871 N Highway 27",33.617475,-85.093074,37.8606397774687,54207.3521126761,719,240713,178845,39753,2741,13040,6334
"1599","1871 N Highway 27",33.617547,-85.092827,36.7415730337079,52044.6746987952,178,86305,62196,14523,400,6534,2652
"1600","18717 Ga 85",33.093628,-84.574542,39.9,64780.6666666667,24,9774,7140,2034,6,452,142
"1601","1872 Keys Ferry Rd",33.414471,-83.982189,34.9323113207547,76735.6095238095,424,133676,82786,39493,1424,6259,3714
"1602","1873 Jonesboro Rd",33.461847,-84.219548,37.5200757575758,72350.8863636364,264,212249,91205,89827,7247,17116,6854
"1603","1875 Charlie Smith Hwy",30.806161,-81.574934,36.122633744856,69645.9037656904,243,64764,46432,9651,1489,5150,2042
"1604","1875 Rayonier Rd",31.663173,-81.88574,35.9061224489796,50338.5918367347,98,26997,20968,4101,50,1176,702
"1605","1878 Thompson Bridge Rd",34.331776,-83.840297,41.3849462365591,64016.8152173913,372,146392,103111,11203,3475,25616,2987
"1606","1879 E Main St",33.160531,-84.872582,39.6553537284895,60712.4691714836,1050,510705,322915,95761,22199,59001,10829
"1607","1880 Highway 138",33.777897,-83.777207,39.6406175771972,69152.7134292566,842,296613,190401,65040,10956,24471,5745
"1608","1880 Highway 29 N",34.0211,-83.319986,39.0271047227926,54510.2898550725,487,157557,110955,25042,2346,15794,3420
"1609","1880 Russell Pkwy",32.593106,-83.667679,29.8,56289,4,2235,1439,704,0,23,69
"1610","1881 Calhoun Rd NE",34.280178,-85.125946,42.6761710794297,57606.0786749482,491,151009,107664,17346,6238,15280,4481
"1611","1881 Eatonton Rd",33.560302,-83.479239,40.2597616111796,62640.0736450145,2437,1270567,786970,299096,32317,118741,33443
"1612","1881 Old Calhoun Road",34.280114,-85.125951,42.435875,58159.4454314721,800,176816,136413,16945,2762,15884,4812
"1613","1885 Clairmont Rd",33.809257,-84.308927,39.0490196078431,72540.2549019608,204,118869,59965,35939,7980,11996,2989
"1614","1885 Hickory Flat Hwy",34.220875,-84.463998,36.7544668587896,87934.0662824208,347,175258,126240,17215,4023,22145,5635
"1615","1885 Jonesboro Rd SE",33.703275,-84.37721,34.5833333333333,39087.5,72,42175,6625,26137,2613,5226,1574
"1616","1888 Peachtree Rd NW",33.806655,-84.394218,37.7579439252336,75678.6542056075,321,211637,96325,81449,9379,19490,4994
"1617","1889 Cobb Pkwy S",33.905836,-84.489508,34.5023041474654,61511.6291079812,217,130793,64157,43561,5507,14277,3291
"1618","189 Jacksonville Hwy",31.713623,-83.235267,41.3459627329193,43815.9215686274,161,40975,26877,8762,1605,2817,914
"1619","189 Us 319",31.71366,-83.235297,41.2185344827586,39558.4736842105,232,47219,30118,12901,340,3566,294
"1620","1892 Howell Mill Rd NW",33.806779,-84.413159,37.8605405405405,86749.1520467836,185,112043,70346,21074,5930,11142,3551
"1621","1892 Howell Mill Rd NW",33.806825,-84.413075,38.3211920529801,81773.3286713287,151,89892,50621,22822,4928,9001,2520
"1622","1895 Braselton Hwy",34.035242,-83.955238,37.4668421052632,89517.2394736842,380,177919,98676,37889,12733,23914,4707
"1623","1896 Piedmont Rd NE",33.809163,-84.366071,39.4066666666667,73203.5142857143,105,69047,35810,20936,3134,6589,2578
"1624","1896 Piedmont Rd NE",33.809172,-84.366103,37.6559322033898,69683.3474576271,236,151553,71036,53752,6801,16148,3816
"1625","1897 McFarland Ave",34.948247,-85.295179,41.8340425531915,46052.2765957447,47,22631,18194,2986,113,747,591
"1626","1898 Marion St",32.529452,-82.930319,40.9814655172414,43977.2587719298,232,68728,43054,20462,724,3195,1293
"1627","1898 Rock Chapel Rd",33.735289,-84.087451,38.9633165829146,67321.7989949749,199,142383,54061,72900,2922,8264,4236
"1628","19 Cochran Hwy",32.283646,-83.451971,41.1505747126437,56120.2771084337,87,36510,25823,8080,328,1694,585
"1629","19 E Main St Ste B",34.533275,-83.984376,40.5837563451777,69549.1720613288,591,335817,246322,30329,12345,39460,7361
"1630","19 Pataula Shores Cir",31.749944,-85.055453,42.0081081081081,44142.0428571429,74,22595,14816,5853,286,1159,481
"1631","19 S Broad St",32.555937,-84.238123,41.7428571428571,41991.7714285714,35,9388,5074,3396,149,728,41
"1632","19 Sunlight Rd",34.638459,-84.521884,43.177566539924,51535.927756654,263,78039,62190,6317,685,6405,2442
"1633","190 Baston Rd",33.517047,-82.076655,49.15,60767.6666666667,24,8730,6273,1463,506,342,146
"1634","190 Baston Rd",33.517049,-82.076671,40.3374501992032,70284.0478087649,251,135425,79986,33781,4175,11571,5912
"1635","190 South Main Street",34.86879,-85.511315,42.7743661971831,54407.1930835735,355,114155,89614,9077,3033,9587,2844
"1636","1900 Alma Hwy",31.259417,-82.379365,38.0081081081081,43652.4242424242,37,11740,8330,2341,285,588,196
